SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,23 Breed St #1,Boston,MA,02128,525000,2,1.0,East Boston's Orient Heights,1047,,1907,3,501,266,Active,June-28-2020 11:00 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/23-Breed-St-02128/unit-1/home/172257689,MLS PIN,72679537,N,Y,42.3880072,-71.0063637
MLS Listing,,Condo/Co-op,96 South St #3,Boston,MA,02111,975000,2,2.0,Leather District,1710,1710,1899,3,570,340,Active,,,http://www.redfin.com/MA/Boston/96-South-St-02111/unit-3/home/9304475,MLS PIN,72679531,N,Y,42.3511437,-71.0570955
MLS Listing,,Single Family Residential,861 Canterbury St,Boston,MA,02131,649000,4,2.5,Roslindale,2820,6682,1997,3,230,,Active,June-28-2020 12:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Roslindale/861-Canterbury-St-02131/home/9225712,MLS PIN,72679526,N,Y,42.2808724,-71.11447
MLS Listing,,Single Family Residential,35 Kenwood St,Boston,MA,02124,975000,6,3.5,Melville Park,2862,4970,1890,3,341,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Dorchester-Center/35-Kenwood-St-02124/home/9078135,MLS PIN,72679515,N,Y,42.2918966,-71.0699031
MLS Listing,,Townhouse,206 Lagrange St #206,Newton,MA,02467,909000,4,2.5,Chestnut Hill,2412,10046,1973,3,377,,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Chestnut-Hill/206-Lagrange-St-02467/unit-206/home/172257354,MLS PIN,72679505,N,Y,42.3035857,-71.1665049
MLS Listing,,Townhouse,326-328 Commercial St #25,Boston,MA,02109,765000,1,1.0,Waterfront,759,759,1896,3,1008,261,Active,,,http://www.redfin.com/MA/Boston/326-Commercial-St-02109/unit-25/home/9270954,MLS PIN,72679486,N,Y,42.3654723,-71.0513117
MLS Listing,,Condo/Co-op,10 Irma #2,Boston,MA,02124,460000,3,2.0,Dorchester,1261,,2017,3,365,250,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/10-Irma-St-02124/unit-2/home/145201216,MLS PIN,72679475,N,Y,42.287402,-71.087011
MLS Listing,,Condo/Co-op,89 Turner St #3,Boston,MA,02135,534900,2,1.0,Boston,927,927,1920,3,577,200,Active,,,http://www.redfin.com/MA/Boston/89-Turner-St-02135/unit-3/home/11837507,MLS PIN,72679474,N,Y,42.3522316,-71.1617886
MLS Listing,,Condo/Co-op,221 Mount Auburn St #208,Cambridge,MA,02138,1285000,2,2.0,Harvard Square,1239,,1960,3,1037,1487,Active,,,http://www.redfin.com/MA/Cambridge/221-Mt-Auburn-St-02138/unit-208/home/11587404,MLS PIN,72679455,N,Y,42.374825,-71.1302303
MLS Listing,,Condo/Co-op,3531 Washington #219,Boston,MA,02130,599000,1,1.0,Boston,848,,2020,3,706,452,Active,,,http://www.redfin.com/MA/Boston/3531-Washington-St-02130/unit-219/home/172256575,MLS PIN,72679443,N,Y,42.3055522,-71.108879
MLS Listing,,Condo/Co-op,28 Pleasant St #3,Boston,MA,02129,599900,1,1.0,Charlestown,674,,1875,3,890,140,Active,June-28-2020 11:00 AM,June-28-2020 12:00 PM,http://www.redfin.com/MA/Boston/28-Pleasant-St-02129/unit-3/home/9305117,MLS PIN,72679411,N,Y,42.3748413,-71.0626595
MLS Listing,,Condo/Co-op,75 Maxwell #0,Boston,MA,02124,549900,4,2.5,Dorchester,1800,2517,1910,3,306,,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/75-Maxwell-St-02124/unit-0/home/172255752,MLS PIN,72679390,N,Y,42.2820205,-71.0796534
MLS Listing,,Multi-Family (2-4 Unit),15 Chelsea St,Boston,MA,02128,975000,5,3.0,East Boston's Jeffries Point,3158,1895,1900,3,309,,Active,,,http://www.redfin.com/MA/Boston/15-Chelsea-St-02128/home/9116318,MLS PIN,72679387,N,Y,42.370306,-71.037943
MLS Listing,,Condo/Co-op,44 Chandler St #7,Boston,MA,02116,790000,1,1.0,Boston,589,589,1900,3,1341,305,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/44-Chandler-St-02116/unit-7/home/9235492,MLS PIN,72679381,N,Y,42.3467039,-71.0712371
MLS Listing,,Condo/Co-op,22 Verdun St #1,Boston,MA,02124,475000,3,1.0,Boston,1095,1095,1905,3,434,175,Active,,,http://www.redfin.com/MA/Boston/22-Verdun-St-02124/unit-1/home/9314021,MLS PIN,72679351,N,Y,42.2825279,-71.059289
MLS Listing,,Condo/Co-op,11 High Rock Way #2,Boston,MA,02134,599000,3,1.0,Allston,1211,1211,1899,3,495,537,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/11-High-Rock-Way-02134/unit-2/home/8985483,MLS PIN,72679314,N,Y,42.3514559,-71.1390495
MLS Listing,,Condo/Co-op,90 Cornell St #2,Boston,MA,02131,449000,2,1.0,Roslindale,1033,1033,1920,3,435,175,Active,June-28-2020 12:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/90-Cornell-St-02131/unit-2/home/56701406,MLS PIN,72679313,N,Y,42.2765442,-71.1316073
MLS Listing,,Condo/Co-op,17 Snow Hl #5,Boston,MA,02113,729000,1,1.0,North End,680,,1899,3,1072,181,Active,,,http://www.redfin.com/MA/Boston/17-Snow-Hill-St-02113/unit-5/home/11836620,MLS PIN,72679304,N,Y,42.3661973,-71.0563868
MLS Listing,,Condo/Co-op,57 Bartlett St #8,Boston,MA,02129,699000,2,1.0,Charlestown,785,,2001,3,890,235,Active,June-28-2020 11:00 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/57-Bartlett-St-02129/unit-8/home/9310224,MLS PIN,72679295,N,Y,42.3783076,-71.0636353
MLS Listing,,Condo/Co-op,476 Shawmut Ave #6,Boston,MA,02118,1299000,2,2.0,South End,1137,1137,1920,3,1142,235,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/476-Shawmut-Ave-02118/unit-6/home/9286764,MLS PIN,72679274,N,Y,42.3384574,-71.0758993
MLS Listing,,Townhouse,73A Spring Park Ave Unit B,Boston,MA,02130,995000,3,3.5,Jamaica Plain,1635,,2007,3,609,292,Active,June-28-2020 12:00 PM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Jamaica-Plain/73-Spring-Park-Ave-02130/unit-B/home/18982371,MLS PIN,72679270,N,Y,42.3161368,-71.1077222
MLS Listing,,Condo/Co-op,485 Harrison #509,Boston,MA,02118,1500000,2,2.0,South End,1386,,2003,3,1082,881,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/485-Harrison-Ave-02118/unit-509/home/9322705,MLS PIN,72679253,N,Y,42.3420127,-71.0664456
MLS Listing,,Single Family Residential,61 Brook Rd,Milton,MA,02186,579000,3,2.5,Milton,1506,3720,1950,3,384,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Milton/61-Brook-Rd-02186/home/8898904,MLS PIN,72679254,N,Y,42.2617424,-71.0966322
MLS Listing,,Townhouse,33 Bremen St Unit -,Boston,MA,02128,539000,3,2.0,East Boston's Jeffries Point,1080,1080,1986,3,499,130,Active,June-28-2020 11:00 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/33-Bremen-St-02128/home/9108038,MLS PIN,72679242,N,Y,42.369115,-71.038245
MLS Listing,,Condo/Co-op,32 Rutland St Unit 2L,Boston,MA,02118,2679000,3,2.0,South End,1916,1916,1899,3,1398,641,Active,,,http://www.redfin.com/MA/Boston/32-Rutland-St-02118/unit-2L/home/40349825,MLS PIN,72679200,N,Y,42.339472,-71.0758224
MLS Listing,,Condo/Co-op,133 Seaport Blvd #1618,Boston,MA,02210,2198000,2,2.5,Seaport District,1266,,2019,3,1736,1596,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-1618/home/147484315,MLS PIN,72679198,N,Y,42.3508925,-71.0435336
MLS Listing,,Single Family Residential,133 Brayton Rd,Boston,MA,02135,669900,3,2.0,Brighton,1671,3274,1925,4,401,,Active,,,http://www.redfin.com/MA/Brighton/133-Brayton-Rd-02135/home/9040504,MLS PIN,72679177,N,Y,42.3495843,-71.1728637
MLS Listing,,Single Family Residential,102 Partridge St,Boston,MA,02132,809000,4,2.0,West Roxbury,2598,8520,1960,4,311,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/West-Roxbury/102-Partridge-St-02132/home/9215384,MLS PIN,72679160,N,Y,42.271627,-71.1488667
MLS Listing,,Condo/Co-op,152 Old Colony Ave #12,Boston,MA,02127,849000,3,2.0,South Boston,1187,1257,2006,4,715,369,Active,,,http://www.redfin.com/MA/Boston/152-Old-Colony-Ave-02127/unit-12/home/12263847,MLS PIN,72679146,N,Y,42.3346467,-71.0546502
MLS Listing,,Townhouse,214 Kent St #214,Brookline,MA,02446,1395000,3,3.5,Coolidge Corner,1781,,1967,4,783,,Active,,,http://www.redfin.com/MA/Brookline/214-Kent-St-02446/unit-214/home/137824408,MLS PIN,72679139,N,Y,42.3383065,-71.1129265
MLS Listing,,Single Family Residential,214 Kent St,Brookline,MA,02446,1395000,3,3.5,Brookline,1781,2261,1967,4,783,,Active,,,http://www.redfin.com/MA/Brookline/214-Kent-St-02446/home/11461161,MLS PIN,72679137,N,Y,42.3383065,-71.1129265
MLS Listing,,Condo/Co-op,71 Rutland St #1,Boston,MA,02118,1290000,2,2.0,South End,1393,1393,1900,4,926,445,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/71-Rutland-St-02118/unit-1/home/9286544,MLS PIN,72679135,N,Y,42.340533,-71.0765003
MLS Listing,,Multi-Family (2-4 Unit),84 Lawton St,Brookline,MA,02446,2449000,7,4.0,Coolidge Corner,2650,4073,1927,4,924,,Active,,,http://www.redfin.com/MA/Brookline/84-Lawton-St-02446/home/11449836,MLS PIN,72679125,N,Y,42.3488759,-71.1278391
MLS Listing,,Condo/Co-op,165 W 6th Unit H,Boston,MA,02127,599000,2,1.0,South Boston,952,952,1990,4,629,426,Active,,,http://www.redfin.com/MA/Boston/165-W-Sixth-St-02127/unit-H/home/9184577,MLS PIN,72679123,N,Y,42.3361121,-71.0522375
MLS Listing,,Condo/Co-op,979 South St #2,Boston,MA,02131,815000,4,2.5,Boston,2413,,1920,4,338,290,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/979-South-St-02131/unit-2/home/77466801,MLS PIN,72679118,N,Y,42.2880084,-71.1386629
MLS Listing,,Condo/Co-op,2420 Beacon #101,Boston,MA,02467,1699000,2,2.5,Boston,2010,,2006,4,845,1535,Active,,,http://www.redfin.com/MA/Chestnut-Hill/2420-Beacon-St-02467/unit-101/home/172248742,MLS PIN,72679115,N,Y,42.3328627,-71.153903
MLS Listing,,Condo/Co-op,29 Aldworth St #2,Boston,MA,02130,775000,3,1.0,Jamaica Plain,1234,,1920,4,628,250,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/29-Aldworth-St-02130/unit-2/home/77518809,MLS PIN,72679111,N,Y,42.30985,-71.1186168
MLS Listing,,Condo/Co-op,325 Columbus Ave #5,Boston,MA,02116,759000,1,1.0,South End,734,734,1890,4,1034,381,Active,June-28-2020 11:45 AM,June-28-2020 01:15 PM,http://www.redfin.com/MA/Boston/325-Columbus-Ave-02116/unit-5/home/9249390,MLS PIN,72679082,N,Y,42.346376,-71.0750281
MLS Listing,,Condo/Co-op,12 Rutland Sq #2,Boston,MA,02118,895000,1,1.0,South End,772,772,1899,4,1159,207,Active,June-28-2020 10:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/12-Rutland-Sq-02118/unit-2/home/9284363,MLS PIN,72679049,N,Y,42.3412957,-71.0780313
MLS Listing,,Condo/Co-op,20 Rowes Wharf Unit 408/508,Boston,MA,02110,4500000,4,3.5,Waterfront,2933,,1087,4,1534,5604,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-408/home/9229877,MLS PIN,72679031,N,Y,42.3566639,-71.0497268
MLS Listing,,Condo/Co-op,36 A St Unit 5b,Boston,MA,02127,839000,2,1.0,South Boston,1002,,2006,4,837,534,Active,,,http://www.redfin.com/MA/Boston/36-A-St-02127/unit-5B/home/18982564,MLS PIN,72679025,N,Y,42.34132,-71.05635
MLS Listing,,Condo/Co-op,47 Litchfield St #102,Boston,MA,02135,489000,2,1.0,Brighton,839,839,1900,4,583,259,Active,June-28-2020 01:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/47-Litchfield-St-02135/unit-102/home/11838337,MLS PIN,72679012,N,Y,42.3597164,-71.140717
MLS Listing,,Condo/Co-op,231 Maple St #1,Boston,MA,02132,549000,2,1.5,West Roxbury's Chestnut Hill,1158,,1934,4,474,200,Active,,,http://www.redfin.com/MA/Boston/231-Maple-St-02132/unit-1/home/21719087,MLS PIN,72679007,N,Y,42.2936995,-71.1592334
MLS Listing,,Single Family Residential,26 Arlington St,Boston,MA,02135,675000,3,1.5,Brighton,1594,4777,1900,4,423,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Brighton/26-Arlington-St-02135/home/9025075,MLS PIN,72678968,N,Y,42.3518493,-71.1531835
MLS Listing,,Single Family Residential,450 Shawmut Ave,Boston,MA,02118,2995000,3,2.5,South End,2619,1371,2000,4,1144,,Active,,,http://www.redfin.com/MA/Boston/450-Shawmut-Ave-02118/home/9304766,MLS PIN,72678937,N,Y,42.3391083,-71.0749092
MLS Listing,,Single Family Residential,537 E FOURTH St,Boston,MA,02127,1849000,5,3.5,South Boston,3681,2375,1890,4,502,,Active,,,http://www.redfin.com/MA/Boston/537-E-4th-St-02127/home/11836308,MLS PIN,72678909,N,Y,42.334431,-71.043323
MLS Listing,,Condo/Co-op,197 Eighth St Ph 226,Boston,MA,02129,1795000,3,3.5,Charlestown's Navy Yard,2280,,1989,4,787,1616,Active,,,http://www.redfin.com/MA/Boston/197-8th-St-02129/unit-226/home/9050482,MLS PIN,72678906,N,Y,42.3733848,-71.0519798
MLS Listing,,Condo/Co-op,416 Massachusetts Ave #2,Boston,MA,02118,729900,1,1.0,South End,848,999,1899,4,861,208,Active,,,http://www.redfin.com/MA/Boston/416-Massachusetts-Ave-02118/unit-2/home/9301423,MLS PIN,72678901,N,Y,42.3412681,-71.0822439
MLS Listing,,Condo/Co-op,18 Pond St #11,Boston,MA,02130,425000,2,1.0,Jamaica Plain,787,,1971,4,540,314,Active,June-28-2020 01:30 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/18-Pond-St-02130/unit-11/home/9144587,MLS PIN,72678884,N,Y,42.3147402,-71.1152752
MLS Listing,,Single Family Residential,22 Greaton Rd,Boston,MA,02132,719000,3,1.5,West Roxbury,1664,4950,1940,4,432,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/West-Roxbury/22-Greaton-Rd-02132/home/9203882,MLS PIN,72678877,N,Y,42.2885545,-71.1497951
MLS Listing,,Condo/Co-op,456 Centre St #5,Boston,MA,02130,549900,2,2.0,Jamaica Plain,925,925,1920,4,594,390,Active,June-28-2020 01:00 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/456-Centre-St-02130/unit-5/home/9138810,MLS PIN,72678862,N,Y,42.3195435,-71.1114198
MLS Listing,,Condo/Co-op,1690 Washington #2,Boston,MA,02118,1249000,2,2.0,South End,1492,,1910,4,837,420,Active,,,http://www.redfin.com/MA/Boston/1690-Washington-St-02118/unit-2/home/9285426,MLS PIN,72678854,N,Y,42.3369739,-71.0757033
MLS Listing,,Condo/Co-op,45 Lewis St #212,Boston,MA,02128,1135000,2,2.0,East Boston,1075,,2020,4,1056,930,Active,June-28-2020 01:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/45-Lewis-St-02128/unit-212/home/172244494,MLS PIN,72678848,N,Y,42.367359,-71.0418243
MLS Listing,,Condo/Co-op,340 W 2nd St #19,Boston,MA,02127,1439300,3,3.0,South Boston,1556,,2020,4,925,223,Active,,,http://www.redfin.com/MA/Boston/340-W-2nd-St-02127/unit-19/home/172244493,MLS PIN,72678845,N,Y,42.338786,-71.0467604
MLS Listing,,Condo/Co-op,1736 Commonwealth Ave #1736,Boston,MA,02135,420000,2,1.0,Brighton,730,730,1940,4,575,400,Active,,,http://www.redfin.com/MA/Boston/1736-Commonwealth-Ave-02135/unit-1736/home/172244401,MLS PIN,72678834,N,Y,42.3412671,-71.1489372
MLS Listing,,Condo/Co-op,377 W FIRST #1,Boston,MA,02127,2199000,3,2.5,South Boston,2534,,2020,4,868,440,Active,,,http://www.redfin.com/MA/Boston/377-W-First-St-02127/unit-1/home/172244289,MLS PIN,72678824,N,Y,42.3380516,-71.0449207
MLS Listing,,Condo/Co-op,377 W FIRST #8,Boston,MA,02127,3099000,3,3.5,South Boston,4230,,2020,4,733,735,Active,,,http://www.redfin.com/MA/Boston/377-W-First-St-02127/unit-8/home/172244146,MLS PIN,72678800,N,Y,42.3380516,-71.0449207
MLS Listing,,Single Family Residential,11 Wellsmere Rd,Boston,MA,02131,459000,2,1.0,Roslindale,923,3300,1920,4,497,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Roslindale/11-Wellsmere-Rd-02131/home/9175440,MLS PIN,72678766,N,Y,42.2812041,-71.1369025
MLS Listing,,Condo/Co-op,32 Fleet St #6,Boston,MA,02113,575000,1,1.0,North End,592,592,1940,4,971,270,Active,,,http://www.redfin.com/MA/Boston/32-Fleet-St-02113/unit-6/home/9269548,MLS PIN,72678761,N,Y,42.3645624,-71.0523418
MLS Listing,,Condo/Co-op,538 E Seventh St #2,Boston,MA,02127,1200000,3,2.0,South Boston,1885,,1899,4,637,212,Active,,,http://www.redfin.com/MA/Boston/538-E-7th-St-02127/unit-2/home/9187706,MLS PIN,72678733,N,Y,42.3324636,-71.0389363
MLS Listing,,Townhouse,29 Harrison St Unit F,Boston,MA,02131,409000,3,2.5,Roslindale,1729,1729,1989,4,237,346,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/29-Harrison-St-02131/unit-F/home/9166463,MLS PIN,72678728,N,Y,42.2884047,-71.1202533
MLS Listing,,Condo/Co-op,37 Upton St #1,Boston,MA,02118,1895000,3,2.0,South End,1850,1711,1900,4,1024,286,Active,,,http://www.redfin.com/MA/Boston/37-Upton-St-02118/unit-1/home/9301030,MLS PIN,72678718,N,Y,42.3427258,-71.0723527
MLS Listing,,Condo/Co-op,90 Washington St Unit A,Boston,MA,02129,849900,2,2.0,Charlestown,1044,,1989,4,814,377,Active,,,http://www.redfin.com/MA/Boston/90-Washington-St-02129/unit-A/home/9054117,MLS PIN,72678676,N,Y,42.3739495,-71.067116
MLS Listing,,Condo/Co-op,483 Beacon St #76,Boston,MA,02115,625000,1,1.0,Back Bay,475,,1895,4,1316,243,Active,June-28-2020 12:00 PM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/483-Beacon-St-02115/unit-76/home/9244089,MLS PIN,72678665,N,Y,42.3506919,-71.0890134
MLS Listing,,Condo/Co-op,160 Commonwealth Ave #513,Boston,MA,02116,1100000,1,1.0,Back Bay,972,972,1881,4,1132,849,Active,,,http://www.redfin.com/MA/Boston/160-Commonwealth-Ave-02116/unit-513/home/9265298,MLS PIN,72678655,N,Y,42.3512759,-71.0786479
MLS Listing,,Condo/Co-op,15 Upton St #3,Boston,MA,02118,999000,2,1.0,South End,800,800,1900,4,1249,217,Active,,,http://www.redfin.com/MA/Boston/15-Upton-St-02118/unit-3/home/9282137,MLS PIN,72678631,N,Y,42.3421799,-71.0717079
MLS Listing,,Condo/Co-op,85 Brookley Rd #2,Boston,MA,02130,749000,3,2.0,Jamaica Plain,1249,,2016,4,600,255,Active,June-28-2020 12:00 PM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/85-Brookley-Rd-02130/unit-2/home/108998250,MLS PIN,72678626,N,Y,42.3027749,-71.1059296
MLS Listing,,Condo/Co-op,6 Ashmont St #1,Boston,MA,02124,729000,3,2.0,Dorchester's Ashmont,2304,,1920,4,316,236,Active,June-28-2020 11:00 AM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/6-Ashmont-St-02124/unit-1/home/143296073,MLS PIN,72678623,N,Y,42.2855034,-71.0705531
MLS Listing,,Condo/Co-op,1 Franklin St #3605,Boston,MA,02110,3350000,2,2.5,Midtown,1609,,2016,4,2082,1780,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-3605/home/145254609,MLS PIN,72678599,N,Y,42.3563166,-71.0595573
MLS Listing,,Single Family Residential,41 Woodard Rd,Boston,MA,02132,839900,3,1.5,BELLEVUE HILL,1800,4849,1959,4,467,,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/West-Roxbury/41-Woodard-Rd-02132/home/9208567,MLS PIN,72678596,N,Y,42.2795318,-71.1457103
MLS Listing,,Condo/Co-op,84 Train St #1,Boston,MA,02122,549000,2,1.0,Dorchester,1200,1306,1900,4,458,250,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/84-Train-St-02122/unit-1/home/9064046,MLS PIN,72678589,N,Y,42.2929317,-71.0540127
MLS Listing,,Condo/Co-op,108 E Brookline St #3,Boston,MA,02118,739900,2,1.0,South End,716,716,1910,4,1033,175,Active,,,http://www.redfin.com/MA/Boston/108-E-Brookline-St-02118/unit-3/home/9306263,MLS PIN,72678584,N,Y,42.3370446,-71.06919
MLS Listing,,Condo/Co-op,12 Stoneholm St #621,Boston,MA,02115,719000,2,1.5,The Fenway,639,,1976,4,1125,694,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/12-Stoneholm-St-02115/unit-621/home/21719259,MLS PIN,72678575,N,Y,42.3458257,-71.0886264
MLS Listing,,Condo/Co-op,12 Everett St #202,Boston,MA,02134,649000,2,1.0,Allston,877,877,1900,4,740,393,Active,June-28-2020 01:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/12-14-Everett-St-02134/unit-202/home/18977474,MLS PIN,72678569,N,Y,42.354369,-71.1390936
MLS Listing,,Condo/Co-op,121 M St #2,Boston,MA,02127,539900,1,1.0,Boston,527,527,1900,4,1024,110,Active,,,http://www.redfin.com/MA/Boston/121-M-St-02127/unit-2/home/109543635,MLS PIN,72678562,N,Y,42.3337564,-71.0334721
MLS Listing,,Multi-Family (2-4 Unit),28 Greenwood St,Boston,MA,02121,639900,6,3.0,Dorchester's Dorchester Center,2478,3443,1900,4,258,,Active,,,http://www.redfin.com/MA/Boston/28-Greenwood-St-02121/home/9080434,MLS PIN,72678557,N,Y,42.3011336,-71.0796061
MLS Listing,,Condo/Co-op,46 Upton St #4,Boston,MA,02118,1695000,3,2.5,South End,1477,1477,1890,4,1148,464,Active,,,http://www.redfin.com/MA/Boston/46-Upton-St-02118/unit-4/home/9289448,MLS PIN,72678537,N,Y,42.342695,-71.0728717
MLS Listing,,Condo/Co-op,606 E 4Th St #103,Boston,MA,02127,1050000,2,2.0,Boston,1386,1386,2011,4,758,686,Active,,,http://www.redfin.com/MA/Boston/606-E-4th-St-02127/unit-103/home/85680305,MLS PIN,72678408,N,Y,42.3349073,-71.0405454
MLS Listing,,Condo/Co-op,360 Meridian #5,Boston,MA,02128,549975,2,2.0,East Boston's Eagle Hill,879,,2020,5,626,250,Active,June-27-2020 05:00 PM,June-27-2020 06:30 PM,http://www.redfin.com/MA/Boston/360-Meridian-St-02128/unit-5/home/9107300,MLS PIN,72678506,N,Y,42.3789483,-71.0395062
MLS Listing,,Single Family Residential,3 Fairlane Rd,Boston,MA,02132,725000,4,2.5,West Roxbury,2021,6004,2000,5,359,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/3-Fairlane-Rd-02132/home/9302380,MLS PIN,72678500,N,Y,42.2659488,-71.1635086
MLS Listing,,Condo/Co-op,9 Temple St Unit B,Boston,MA,02114,849000,2,2.0,Beacon Hill,860,860,1900,5,987,176,Active,,,http://www.redfin.com/MA/Boston/9-Temple-St-02114/unit-B/home/9276129,MLS PIN,72678476,N,Y,42.3609008,-71.0639293
MLS Listing,,Condo/Co-op,59 Lanark Rd #4,Boston,MA,02135,399500,1,1.0,Brighton,582,,1910,5,686,252,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/59-Lanark-Rd-02135/unit-4/home/9004700,MLS PIN,72678464,N,Y,42.3400921,-71.1463377
MLS Listing,,Single Family Residential,77 Desoto Rd,Boston,MA,02132,761000,3,2.0,West Roxbury,1432,7000,1916,5,531,,Active,,,http://www.redfin.com/MA/West-Roxbury/77-Desoto-Rd-02132/home/11836407,MLS PIN,72678395,N,Y,42.2604541,-71.1527193
MLS Listing,,Condo/Co-op,38 Dix St #2,Boston,MA,02122,649000,3,2.0,Dorchester,1344,1344,1905,5,483,200,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/38-Dix-St-02122/unit-2/home/12438125,MLS PIN,72678384,N,Y,42.2956094,-71.0600028
MLS Listing,,Condo/Co-op,31 Plainfield St #1,Boston,MA,02130,850000,2,2.5,Jamaica Plain,1984,,1890,5,428,256,Active,,,http://www.redfin.com/MA/Jamaica-Plain/31-Plainfield-St-02130/unit-1/home/144277854,MLS PIN,72678340,N,Y,42.3034434,-71.1073211
MLS Listing,,Single Family Residential,26 Moultrie St #26,Boston,MA,02124,679000,5,1.5,Dorchester,2073,2073,1920,5,328,350,Active,,,http://www.redfin.com/MA/Boston/26-Moultrie-St-02124/unit-26/home/172046268,MLS PIN,72678320,N,Y,42.2914079,-71.0693326
MLS Listing,,Multi-Family (2-4 Unit),3-7 Jerusalem Pl,Boston,MA,02113,2795000,5,3.5,North End,3538,3538,1899,5,790,,Active,,,http://www.redfin.com/MA/Boston/3-Jerusalem-Pl-02113/home/9229194,MLS PIN,72678219,N,Y,42.364616,-71.055895
MLS Listing,,Multi-Family (2-4 Unit),87 Faywood,Boston,MA,02128,1199000,6,2.0,Boston,5530,4000,1925,5,217,,Active,,,http://www.redfin.com/MA/Boston/87-Faywood-Ave-02128/home/9109267,MLS PIN,72678214,N,Y,42.391548,-71.0027653
MLS Listing,,Condo/Co-op,619 Massachusetts Ave #3,Boston,MA,02118,685000,2,1.0,South End,783,783,1905,5,875,179,Active,,,http://www.redfin.com/MA/Boston/619-Massachusetts-Ave-02118/unit-3/home/9287439,MLS PIN,72678172,N,Y,42.3368198,-71.0777956
